Title,Link,Additional Resource 1,Additional Resource 2,Additional Resource 3,Venue,Year,Abstract,Authors,
SkipStep: A Multi-Paradigm Touch-screen Instrument,https://www.avneeshsarwate.com/static/papers/SkipStep.pdf,,,,ICMC,2014,"SkipStep is a novel touchscreen application that allows users to write, perform, and improvise music on multiple virtual instruments via MIDI. It is a looping-based instrument that incorporates step sequencer and keyboard inspired interfaces with generative music capabilities. Additionally, SkipStep allows for collaborative performance over Wi-Fi, allowing users to either send musical material between separate SkipStep instances or collaboratively edit a single SkipStep file. This paper will provide the motivation behind SkipStep’s design, review similar interfaces, describe SkipStep, present a user evaluation of the interface, and detail future work","Avneesh Sarwate, Jeff Snyder",
"AutoChorusCreator : Four-Part Chorus Generator with Musical Feature Control, Using Search SpacesConstructed from Rules of Music Theory",https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://quod.lib.umich.edu/cgi/p/pod/dod-idx/autochoruscreator-four-part-chorus-generator-with-musical.pdf%3Fc%3Dicmc%3Bidno%3Dbbp2372.2014.157%3Bformat%3Dpdf&ved=2ahUKEwjV_KLQtcWPAxXmLUQIHfPqM5oQFnoECBgQAQ&usg=AOvVaw0dBVr2d4U1-HLYYgckjo57,,,,ICMC,2014,"This paper describes AutoChorusCreator(ACC), a system capable of producing, in real-time, a variety of fourpart harmonies from lead sheet music. Current algorithms for generating four-part harmony have established a high standard in producing results following rules of harmony theories. However, it is still a challenging task to increase variation in the output. Detailed constraints for describing musical variation tend to complicate the rules and methods used to search for a solution. Reducing constraints to gain degrees of freedom in variation often lead to generating outputs which do not follow the rules of harmony theories. Our system ACC is based on a novel approach of generating four-part harmony with variations by incorporating two algorithms, statistical rule application and dynamic programming. This dual implementation enables the system to gain the positive aspects of both algorithms. Evaluations indicate that ACC is capable of generating four-part harmony arrangements of lead-music in realtime. We also confirmed that ACC achieved generating outputs with variations without neglecting to fulfil rules of harmony theories","Benjamin Luke Evans, Satoru Fukayama, Masataka Goto, Nagisa Munekata, Tetsuo Ono",
A Multi-agent Interactive composing system for creating “expressive” accompaniment.,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://icmc14-smc14.musicportal.gr/images/proceedings/PS1-B09-AMulti-agentInteractive.pdf&ved=2ahUKEwjDhaGI8cmPAxWOJ0QIHTw-GEIQFnoECB4QAQ&usg=AOvVaw290hZ2DVNBKKS245sUy-La,,,,ICMC,2014,"This paper describes the approach and an application that the author has adopted for creating real time performance systems whose musical output is created by the interactions of a human performer and a multi-agent system that acts as an ensemble of software “performers”. The music produced typically consists of several distinct textural layers, where all the sounds produced are transformations of the sound made by the human performer. This type of system can be thought of as an “extended” instrument, where the performer effectively “plays” the ensemble. This approach has been used with notated compositions, improvisation performances and for creating installations. This paper focuses on a composition that utilises a notated score, and is concerned with how the score is interpreted in the context of the musical output of the agent ensemble.This system makes use of two broad categories of agent: performers and controllers. Performer agents transform the live sound in various ways, while controller agents’ work at a higher structural level. They specify goal states and determine which agents are currently heard. Each performer agent has a way of transforming the audio input, and has its own internal strategies for determining what it does. The complexity of the performer agents note choice strategies ranges from simple harmony generators, to algorithmic composition systems.",Michael Spicer,
INTEGRATION OF MACHINE LEARNING ALGORITHMS IN THE COMPUTER-ACOUSTIC COMPOSITION GOLDSTREAM VARIATIONS,https://drive.google.com/file/d/1Oo0s6n8-vqFqVPYfSEoU0eO8ReweS5PJ/view?usp=sharing,,,,ICMC,2013,"This paper presents an implementation of a musical interface that utilizes machine learning (ML) attributes in real-time performance. The objective behind the work is to empower performers with an expanded musical palette. This is achieved by employing a variation on a delay effect implemented with neural networks. In this scenario, the delayed signal is an echo of previously performed motifs based on new inputs categorized by an ART (Adaptive Resonance Theory) neural network. An overview of the piece used to test the musical range of the effect will be given, followed by a description of the development rationale for the project. The paper will conclude with a qualitative evaluation of the usability and responsiveness of the effect, as well as its contribution to the aesthetic quality of the composition.","W. Scott Deal, Javier Sánchez",
CONTROLLING DYNAMIC STOCHASTIC SYNTHESIS WITH AN AUDIO SIGNAL,https://drive.google.com/file/d/1MFi9WCRCB5ADiHjejJhh8yVSWziNNkg6/view?usp=sharing,,,,ICMC,2012,"Dynamic stochastic synthesis is a sound synthesis technique devised by Ianis Xenakis. This technique produces waveforms by interpolating a set of breakpoints. At every repetition of the waveform, the breakpoints change their positions accordingly to random walks. In all the previous implementations of this method, synthesis parameters were either fixed or controllable through a graphical user interface. Our intention was to hide most of the parameters from musicians and let them use an input audio signal to intuitively control the synthesis process. We proposed and implemented a novel solution based on a mapping between audio features of an input signal and the synthesis parameters. The amplitude random walk is limited by the minimum and maximum amplitudes of the input signal and parameterized by the scaled spectral entropy. To define the frequency range of stochastic waveforms, the algorithm uses the fundamental frequency for periodic input signals and the spectral centroid for noisy signals. It is possible to change the interpolation method and the number of breakpoints in a waveform using the graphical user interface. The solution was developed as a real-time system and demonstrated to professional composers. They confirmed that the realization is suitable for practical tasks, especially for live performances.","Gordan Krekovic, Igor Brkic",
CALDER’S VIOLIN: REAL-TIME NOTATION AND PERFORMANCE THROUGH MUSICALLY EXPRESSIVE ALGORITHMS,https://drive.google.com/file/d/1Ae9tHSD1mzDqq1uS5Kii8Er6NSCOvsc7/view?usp=sharing,,,,ICMC,2012,"Notation is a central issue in modern western music. Composers have often sought ways of expanding and refining the functionality of notation and, in doing so, have re-shaped the music that they were originally aiming to describe. Other musical traditions have very different uses for notation; some have no use for it at all; each approach creates contrasting musical experiences. The role that electronics and computers have played in music has also influenced the nature and function of notation. More traditional 'live' notation of note/pitchbased music generated algorithmically has proved particularly problematic: musical notation is itself a very complex subject. Composers and technologists have instead used libraries of images, algorithms for the pregeneration of material or simplified notations that can be used as the basis of more improvisatory performances. This paper presents work involving the live presentation of 'traditionally precise' music notation created through algorithmically generated material. This notation can then be performed by a human musician alongside computer-generated diffused sound or other 'real' musicians. Technologies used include the SuperCollider audio programming environment and the INScore notation project with the Open Sound Control protocol used to communicate between them. As well as providing a fascinating musical experience, the process highlights a number of issues concerning performance practice, instrumental technique, rehearsal, time and timing, as well as the nature of notation itself and its relationship to improvisation",Richard Hoadley,
AN AUTONOMOUS TIMBRE MATCHING IMPROVISER,https://drive.google.com/file/d/1zBCdvUkHuSIR2m0trvHEjiPTs1QDSNfZ/view?usp=sharing,,,,ICMC,2011,"A new autonomous musical agent is described which is intended to improvise alongside a human instrumentalist. The system collects high level, symbolic information about the musical behaviour of the human player such as note sequences and rhythmic patters. It also extracts timbral trajectories in MFCC space. It produces permutations of this information using a sound synthesizer which it automatically programs to achieve tone matching. To match tones in real time a genetic algorithm and a data driven approach have been implemented. The genetic algorithm requires an offline phase to generate a bank of settings for real time tone matching but achieves closer tone matches. The data driven approach organises a large random set of sounds from the synthesizer into hierarchical clusters which can be searched in real time for matches. Evaluation of the system is ongoing.",Matthew John Yee-King,
LIVECELL: REAL-TIME SCORE GENERATION THROUGH INTERACTIVE GENERATIVE COMPOSITION,https://drive.google.com/file/d/17o8vxjjuoRcDu33xLszejTcLvmAdeBt1/view?usp=sharing,,,,ICMC,2011,"This paper discusses Livecell, an interactive generative composition and real-time scoring application for user and string quartet. The paper outlines the authors’ rationale, discusses the use of cellular automata in this context and provides an insight into the application’s structural design. The authors summarise their approach to CA musification and interface design as well as score generation and display. The paper concludes with observations on the musical output and discussion of future developments.","Kingsley Ash, Nikos Stavropoulos",
PAPAGEI: An Extensible Automatic Accompaniment System for Live Instrumental Improvisation,https://clarlow.org/wp-content/uploads/2025/06/papagei-an-extensible-automatic-accompaniment-system-for.pdf,,,,ICMC,2009,"PAPAGEI (Parametric-Algorithmic Patchbay-Accompanist Generating Events by Improvisation) is an automatic accompaniment system based on the algorithmic music composition methods of Clarence Barlow and implemented by Salman Bakht. This paper describes the system design and implementation of PAPAGEI. Next, compositional and performance details are described for two pieces that use the PAPAGEI system: resonancia flautomdtica, by Clarence Barlow and PIANO 04h, by Salman Bakht. Lastly, the capabilities and limitations of PAPAGEI with respect to aesthetic results are described and potential additions to the system and future compositional possibilities are listed.","Salman Bakht, Clarence Barlow",
REINFORCEMENT LEARNING FOR LIVE MUSICAL AGENTS,https://composerprogrammer.com/research/rlforlivemusicalagents.pdf,,,,ICMC,2008,"Current research programmes in computer music may draw from developments in agent technology; music may provide an excellent test case for agent research. This paper describes the challenge of building agents for concert performance which allow close and rewarding interaction with human musicians. This is easier said than done; the fantastic abilities of human musicians in fluidity of action and cultural reference makes for a difficult mandate. The problem can be cast as that of building an autonomous agent for the (unforgiving) realtime musical environment. Live music is a challenging domain to model, with high dimensionality of descriptions and fast learning, responses and effective anticipation required. A novel symbolic interactive music system called Improvagent is presented as a framework for the testing of reinforcement learning over dynamic state-action case libraries, in a context of MIDI piano improvisation. Reinforcement signals are investigated based on the quality of musical prediction, and on the degree of influence in interaction. The former is found to be less effective than baseline methods of assumed stationarity and of simple nearest neighbour case selection. The latter holds more promise; an agent may be able to assess the value of an action in response to an observed state with respect to the potential for stability, or the promotion of change in future states, enabling controlled musical interaction.",Nick Collins,
A REAL-TIME GENETIC ALGORITHM IN HUMANROBOT MUSICAL IMPROVISATION ,https://www.johnrhoads.org/demo/HaileGA.pdf,,,,ICMC,2007,"The paper describes an interactive musical system that utilizes a genetic algorithm in an effort to create inspiring collaborations between human musicians and an improvisatory robotic xylophone player. The robot is designed to respond to human input in an acoustic and visual manner, evolving a human-generated phrase population based on a similarity driven fitness function in real time. The robot listens to MIDI and audio input from human players and generates melodic responses that are informed by the analyzed input as well as by internalized knowledge of contextually relevant material. The paper describes the motivation for the project, the hardware and software design, two performances that were conducted with the system, and a number of directions for future work.","Gil Weinberg, Mark Godfrey, Alex Rae, John Rhoads",
NN MUSIC: IMPROVISING WITH A ‘LIVING’ COMPUTER,https://quod.lib.umich.edu/i/icmc/bbp2372.2007.108/1/--nn-music-improvising-with-a-living-computer?page=root;size=150;view=pdf ,,,,ICMC,2007,"This paper proposes attributes of a living computer music, the product of a live algorithm. It illustrates how these attributes can inform creative design with reference to a real-time system for solo performer-machine collaboration, Neural Network Music, and the PQƒ framework proposed for live algorithms. In NN Music, improvisation is subject to statistical audio analysis. A multilayer perceptron neural network is trained to classify this analysis. The network’s output is mapped in real-time to a stochastic synthesis engine. Mappings are covertly assigned, revisited by both player and machine as a performance develops. As the timing and choice of mapping is unknown, both participants are invited to learn and adapt to a responsive sonic environment that is created afresh on each performance. This offers a novel real-time application of feed-forward neural networks and a challenging, creative technological platform for freely improvised music.",Michael Young,
Sparkler: An Audio-Driven Interactive Live Computer Performance for Symphony Orchestra,https://www.media.mit.edu/publications/sparkler-an-audio-driven-interactive-live-computer-performance-for-symphony-orchestra-2/,,,,ICMC,2002,"This paper describes the design, implementation, and application of an audio-driven computer-based system for live and interactive performance with an orchestra. We begin by describing the compositional and musical goals, emphasizing the electronics aspect. We then discuss the challenges of working with an orchestra and integrating the electronics in a concert hall. We describe the hardware setup and then detail the software implementation, from audio analysis and ""perceptual parameter"" estimation to the generative algorithm.","Tristran Jehan, Tod Machover, Mike Fabio",
Bayesian Real-time Adaptation for Interactive Performance Systems,https://quod.lib.umich.edu/i/icmc/bbp2372.2001.025/1/--bayesian-real-time-adaptation-for-interactive-performance?page=root;size=150;view=pdf ,,,,ICMC,2001,We introduce Bayesian online learning for real time parameter adaptation on a tempo tracking task. We employ a variational extension of the Expectation-Maximization algorithm for online parameter estimation. Simulation results on a real dataset indicate that online adaptation has the potential of capturing performer specific features in real time,"Ali Taylan Cemgil, Bert Kappen",
Harmonizing in Real-Time with Neural Networks,https://quod.lib.umich.edu/i/icmc/bbp2372.2000.170/1/--harmonizing-in-real-time-with-neural-networks?page=root;size=150;view=pdf,,,,ICMC,2000,"The task of real-time harmonization is characterized by the fact that only incomplete knowledge about the input melody is available. In particular, the global structure (phrase segmentation, overall harmonic relationships) and the longer-term melodic and tonal development cannot be taken into account. In this paper we introduce the method of dynamic tonal center forecasting to improve the real-time performance. The main idea of our approach consists in predicting changes of the underlying key, i.e. tonal centers, and in learning harmonic progressions relative to these tonal centers. In this way, both the short-term harmonic prediction performance and the longer-term tonal development can be improved. Our demonstration system HARMOTHEATER offers the possibility to interactively evaluate the proposed real-time harmonization system on arbitrary melodies entered on a MIDI keyboard. The results can be compared to a posteriori harmonizations of the same melodies based on a fundamental key which are carried out by the neural network-based system HARMONET described in [4]. Neural networks for both systems have been trained with four-part chorales of J. S. Bach and Max Reger.","Karin Höthker, Dominik Hörnel",
Combining audio and gestures for a real-time improviser,https://opensoundcontrol.stanford.edu/files/icmc05fin.pdf,,,,ICMC,2005,"combines pitch with information from sensors that capture a flautist's physical gestures. GRI uses neural network based learning to form a characterization of an improviser's behavior during. alearning phase; during performance, it tries to predict the improviser's future behavior","Roberto Morales-Mazanares, Eduardo F. Morales, David Wessel",
SquishySonics: A Deformable Interface for the Physical Control of Real-time AI Sound Generation Tools,https://dl.acm.org/doi/10.1145/3706599.3721175 ,,,,CHI,2025,"SquishySonics is an interface designed to explore mappings between organic physical shapes made through interactions with deformable materials and sound production using machine learning. Deformable materials are proposed as an intuitive yet ambiguous medium for interfacing with AI-driven techniques, such as navigating the latent space in complex AI audio models, which are often difficult for musicians to understand and control expressively.The system comprises three ‘modular’ elements: a camera, an interface-to-sound mapping tool, and sound generation methods. Flexibility and modularity are afforded by loosely coupled components and a ‘bottom-up’ design approach. Polymer clay is used for its ergonomic, low-cost, and familiar properties, enabling hands-on exploration without fear of damaging the interface. Users can represent their perceptual links between shapes and sound by mapping deformations to parameters controlling real-time sound processes. SquishySonics encourages curiousity in the unknown, minimising frustration in complex information tasks, by allowing for physical engagement with abstract concepts.","Trisha Khallaghi, Pete Bennett, Atau Tanaka",
TimToShape: Supporting Practice of Musical Instruments by Visualizing Timbre with 2D Shapes based on Crossmodal Correspondences,https://dl.acm.org/doi/10.1145/3581641.3584053 ,,,,IUI,2023,"Timbre is high-dimensional and sensuous, making it difficult for musical-instrument learners to improve their timbre. Although some systems exist to improve timbre, they require expert labeling for timbre evaluation; however, solely visualizing the results of unsupervised learning lacks the intuitiveness of feedback because human perception is not considered. Therefore, we employ crossmodal correspondences for intuitive visualization of the timbre. We designed TimToShape, a system that visualizes timbre with 2D shapes based on the user’s input of timbre–shape correspondences. TimToShape generates a shape morphed by linear interpolation according to the timbre’s position in the latent space, which is obtained by unsupervised learning with a variational autoencoder (VAE). We confirmed that people perceived shapes generated by TimToShape to correspond more to timbre than randomly generated shapes. Furthermore, a user study of six violin players revealed that TimToShape was well-received in terms of visual clarity and interpretability.","Kota Arai, Yutaro Hirao, Takuji Narumi, Tomohiko Nakamura, Shinnosuke Takamichi, Shigeo Yoshida",
Church Belles: An Interactive System and Composition Using Real-World Metaphors,https://www.nime.org/proc/waite2016/index.html ,,,,NIME,2016,"This paper presents a brief review of current literature detailing some of the issues and trends in composition and performance with interactive music systems. Of particular interest is how musicians interact with a separate machine entity that exercises agency over the creative process. The use of real-world metaphors as a strategy for increasing audience engagement is also discussed. The composition and system Church Belles is presented, analyzed and evaluated in terms of its architecture, how it relates to existing studies of musician-machine creative interaction and how the use of a real-world metaphor can promote audience perceptions of liveness. This develops previous NIME work by offering a detailed case study of the development process of both a system and a piece for popular, non-improvisational vocal/guitar music.",Si Waite,
Non-intrusive Counter-actions: Maintaining Progressively Engaging Interactions for Music Performance,https://www.nime.org/proc/tahironicode287lu2016/index.html ,,,,NIME,2016,"In this paper we present the new development of a semi-autonomous response module for the NOISA system. NOISA is an interactive music system that predicts performer's engagement levels, learns from the performer, decides what to do and does it at the right moment. As an improvement for the above, we implemented real-time adaptive features that respond to a detailed monitoring of the performer's engagement and to overall sonic space, while evaluating the impact of its actions. Through these new features, the response module produces meaningful and non-intrusive counter actions, attempting to deepen and maintain the performer's engagement in musical interaction. In a formative study we compared our designed response module against a random control system of events, in which the former performed consistently better than the latter.","Koray Tahiroglu, Juan Carlos Vasquez, and Johan Kildal",
Unsupervised Play: Machine Learning Toolkit for Max,https://www.nime.org/proc/smith2012a/index.html ,,,,NIME,2012,"Machine learning models are useful and attractive tools for the interactive computer musician, enabling a breadth of interfaces and instruments. With current consumer hardware it becomes possible to run advanced machine learning algorithms in demanding performance situations, yet expertise remains a prominent entry barrier for most would-be users. Currently available implementations predominantly employ supervised machine learning techniques, while the adaptive, self-organizing capabilities of unsupervised models are not generally available. We present a free, new toolbox of unsupervised machine learning algorithms implemented in Max 5 to support real-time interactive music and video, aimed at the non-expert computer artist.","Benjamin D. Smith, and Guy E. Garnett",
Algorithmic Power Ballads,https://www.nime.org/proc/nime21_36/index.html ,,,,NIME,2021,"Algorithmic Power Ballads is a performance for Saxophone and autonomous improvisor, with an optional third performer who can use the web interface to hand-write note sequences, and adjust synthesis parameters. The performance system explores shifting power dynamics between acoustic, algorithmic and autonomous performers through modifying the amount of control and agency they have over the sound over the duration of the performance. A higher-level algorithm how strongly the machine listening algorithms, which analyse the saxophone input, influence the rhythmic and melodic patterns generated by the system. The autonomous improvisor is trained on power ballad melodies prior to the performance and in lieu of influence from the saxophonist and live coder strays towards melodic phrases from this musical style. The piece is written in javascript and WebAudio API and uses MMLL a browser-based machine listening library.",Shelly Knotts,
Support System for Improvisational Ensemble Based on Long Short-Term Memory Using Smartphone Sensor,https://www.nime.org/proc/nime20_77/index.html ,,,,NIME,2020,"Our goal is to develop an improvisational ensemble support system for music beginners who do not have knowledge of chord progressions and do not have enough experience of playing an instrument. We hypothesized that a music beginner cannot determine tonal pitches of melody over a particular chord but can use body movements to specify the pitch contour (i.e., melodic outline) and the attack timings (i.e., rhythm). We aim to realize a performance interface for supporting expressing intuitive pitch contour and attack timings using body motion and outputting harmonious pitches over the chord progression of the background music. Since the intended users of this system are not limited to people with music experience, we plan to develop a system that uses Android smartphones, which many people have. Our system consists of three modules: a module for specifying attack timing using smartphone sensors, module for estimating the vertical movement of the smartphone using smartphone sensors, and module for estimating the sound height using smartphone vertical movement and background chord progression. Each estimation module is developed using long short-term memory (LSTM), which is often used to estimate time series data. We conduct evaluation experiments for each module. As a result, the attack timing estimation had zero misjudgments, and the mean error time of the estimated attack timing was smaller than the sensor-acquisition interval. The accuracy of the vertical motion estimation was 64%, and that of the pitch estimation was 7.6%. The results indicate that the attack timing is accurate enough, but the vertical motion estimation and the pitch estimation need to be improved for actual use.","Haruya Takase, and Shun Shiramatsu",
Esteso: Interactive AI Music Duet Based on Player-Idiosyncratic Extended Double Bass Techniques,https://www.nime.org/proc/nime2024_72/index.html ,,,,NIME,2024,"Extended playing techniques are a crucial characteristic of contemporary double bass practice. Players find their voice by developing a personal vocabulary of techniques through practice and experimentation. These player-idiosyncratic techniques are used in composition, performance, and improvisation. Today's AI methods offer the opportunity to recognize such techniques and repurpose them in real-time, leading to new forms of interactions between musicians and machines. This paper is the result of a collaboration between a composer/double-bass player and researchers, born from the musician's desire for an interactive improvisational experience with AI centered around the practice of his extended techniques. With this aim, we developed Esteso: an interactive improvisational system based on extended technique recognition, live electronics, and a timbre-transfer double-bass model. We evaluated our system with the musician with three duet improvisational sessions, each using different mapping strategies between the techniques and the sound of the virtual double bass counterpart. We collected qualitative data from the musician to gather insights about the three configurations and the corresponding improvisational duets, as well as investigate the resulting interactions. We provide a discussion about the outcomes of our analysis and draw more general design considerations.","Domenico Stefani, Matteo Tomasetti, Filiippo Angeloni, and Luca Turchet",
Improvasher: A Real-Time Mashup System for Live Musical Input,https://www.nime.org/proc/mdavies2014/index.html ,,,,NIME,2014,"In this paper we present Improvasher a real-time musical accompaniment system which creates an automatic mashup to accompany live musical input. Improvasher is built around two music processing modules, the first, a performance following technique, makes beat-synchronous predictions of chroma features from a live musical input. The second, a music mashup system, determines the compatibility between beat-synchronous chromagrams from different pieces of music. Through the combination of these two techniques, a real-time time predict mashup can be generated towards a new form of automatic accompaniment for interactive musical performance.","Matthew Davies, Adam Stark, Fabien Gouyon, and Masataka Goto",
Shaping and Exploring Interactive Motion-Sound Mappings Using Online Clustering Techniques,https://www.nime.org/proc/hscurto2017/index.html ,,,,NIME,2017,"Machine learning tools for designing motion-sound relationships often rely on a two-phase iterative process, where users must alternate between designing gestures and performing mappings. We present a first prototype of a user adaptable tool that aims at merging these design and performance steps into one fully interactive experience. It is based on an online learning implementation of a Gaussian Mixture Model supporting real-time adaptation to user movement and generation of sound parameters. To allow both fine-tune modification tasks and open-ended improvisational practices, we designed two interaction modes that either let users shape, or guide interactive motion-sound mappings. Considering an improvisational use case, we propose two example musical applications to illustrate how our tool might support various forms of corporeal engagement with sound, and inspire further perspectives for machine learning-mediated embodied musical expression.","Hugo Scurto, FrÃ©dÃ©ric Bevilacqua, and Jules FranÃ§oise",
Musicianship for Robots with Style,https://www.nime.org/proc/gimenes2007/index.html ,,,,NIME,2007,"In this paper we introduce a System conceived to serve as the ""musical brain"" of autonomous musical robots or agent-based software simulations of robotic systems. Our research goal is to provide robots with the ability to integrate with the musical culture of their surroundings. In a multi-agent configuration, the System can simulate an environment in which autonomous agents interact with each other as well as with external agents (e.g., robots, human beings or other systems). The main outcome of these interactions is the transformation and development of their musical styles as well as the musical style of the environment in which they live.","Marcelo Gimenes, Eduardo Miranda, and Chris Johnson",
Cognitive Architecture in Mobile Music Interactions,https://www.nime.org/proc/derbinsky2011/index.html ,,,,NIME,2011,"This paper explores how a general cognitive architecture canpragmatically facilitate the development and exploration ofinteractive music interfaces on a mobile platform. To thisend we integrated the Soar cognitive architecture into themobile music meta-environment urMus. We develop anddemonstrate four artificial agents which use diverse learningmechanisms within two mobile music interfaces. We alsoinclude details of the computational performance of theseagents, evincing that the architecture can support real-timeinteractivity on modern commodity hardware.","Nate Derbinsky, and Georg Essl",
Interacting with Musebots,https://www.nime.org/proc/brown2018/index.html ,,,,NIME,2018,"Musebots are autonomous musical agents that interact with other musebots to produce music. Inaugurated in 2015, musebots are now an established practice in the field of musical metacreation, which aims to automate aspects of creative practice. Originally musebot development focused on software-only ensembles of musical agents, coded by a community of developers. More recent experiments have explored humans interfacing with musebot ensembles in various ways: including through electronic interfaces in which parametric control of high-level musebot parameters are used; message-based interfaces which allow human users to communicate with musebots in their own language; and interfaces through which musebots have jammed with human musicians. Here we report on the recent developments of human interaction with musebot ensembles and reflect on some of the implications of these developments for the design of metacreative music systems.","Andrew R. Brown, Matthew Horrigan, Arne Eigenfeldt, Toby Gifford, Daniel Field, and Jon McCormack",
Toward an Emotionally Intelligent Piano: Real-Time Emotion Detection and Performer Feedback via Kinesthetic Sensing in Piano Performance,https://www.nime.org/proc/benasher2013/index.html ,,,,NIME,2013,"A system is presented for detecting common gestures, musical intentions andemotions of pianists in real-time using only kinesthetic data retrieved bywireless motion sensors. The algorithm can detect common Western musicalstructures such as chords, arpeggios, scales, and trills as well as musicallyintended emotions: cheerful, mournful, vigorous, dreamy, lyrical, and humorouscompletely and solely based on low-sample-rate motion sensor data. Thealgorithm can be trained per performer in real-time or can work based onprevious training sets. The system maps the emotions to a color set andpresents them as a flowing emotional spectrum on the background of a pianoroll. This acts as a feedback mechanism for emotional expression as well as aninteractive display of the music. The system was trained and tested on a numberof pianists and it classified structures and emotions with promising results ofup to 92% accuracy.","Matan Ben-Asher, and Colby Leider",
In A State: Live Emotion Detection and Visualisation for Music Performance,https://www.nime.org/proc/avantklooster2014/index.html ,,,,NIME,2014,Emotion is a complex topic much studied in music and arguably equally central to the visual arts where this is usually referred to with the overarching label of aesthetics. This paper explores how music and the arts have incorporated the study of emotion. We then introduce the development of a live audio visual interface entitled In A State that detects emotion from live audio (in this case a piano performance) and generates visuals and electro acoustic music in response.,"Adinda van 't Klooster, and Nick Collins",
The Concatenator: A Bayesian Approach to Real Time Concatenative Musaicing,https://doi.org/10.5281/zenodo.14877471 ,,,,ISMIR,2024,"We present ""The Concatenator,"" a real time system for audio-guided concatenative synthesis. Similarly to Driedger et al.'s ""musaicing"" (or ""audio mosaicing"") technique, we concatenate a set number of windows within a corpus of audio to re-create the harmonic and percussive aspects of a target audio stream. Unlike Driedger's NMF-based technique, however, we instead use an explicitly Bayesian point of view, where corpus window indices are hidden states and the target audio stream is an observation. We use a particle filter to infer the best hidden corpus states in real-time. Our transition model includes a tunable parameter to control the time-continuity of corpus grains, and our observation model allows users to prioritize how quickly windows change to match the target. Because the computational complexity of the system is independent of the corpus size, our system scales to corpora that are hours long, which is an important feature in the age of vast audio data collections. Within The Concatenator module itself, composers can vary grain length, fit to target, and pitch shift in real time while reacting to the sounds they hear, enabling them to rapidly iterate ideas. To conclude our work, we evaluate our system with extensive quantitative tests of the effects of parameters, as well as a qualitative evaluation with artistic insights. Based on the quality of the results, we believe the real-time capability unlocks new avenues for musical expression and control, suitable for live performance and modular synthesis integration, which furthermore represents an essential breakthrough in concatenative synthesis technology.","Christopher J. Tralie, Ben Cantil",
The Robo-Cajon: An Example of Live Performance with Musical Robotics,https://austinfranklinmusic.com/wp-content/uploads/2024/07/The_Robo_Cajon__An_Example_of_Live_Performance_with_Musical_Robotics.pdf,,,,ICMC,2024,"The Robo-Cajon is a robotic musical performer capable of real-time improvisation and live performance with a human performer. It is a wooden cajon, or box-shaped percussion instrument played with the hands, mounted with two push/pull solenoids that receives input from a separate cajon mounted with piezo contact microphones performed by a human. Rhythmic data from the human performer is first classified using a Multi-Layer Perceptron (MLP) and a Hidden Markov Model (HMM) is used for prediction and generating rhythmic patterns based on this prior classification. The Robo-Cajon demonstrates a novel and lightweight approach to human-computer interaction and real-time applications for various machine learning algorithms. The Robo-Cajon was realized using Max and Arduino.",Austin Franklin,
Soundwriter: Real-Time Music Generation for Oral Storytelling through Emotion Mapping,https://www.fulcrum.org/epubs/9880vt18d?locale=en#page=107,,,,ICMC,2019,"Soundwriter is a real-time emotion detection system implemented in MATLAB that takes a spoken story and analyzes its emotional dimensions via two primary processes: 1) semantic analysis and 2) prosodic analysis. The former process classifies emotions by labeling either an incoming stream of detected words or previously typewritten sentences on three emotional dimensions—arousal, valence, and dominance—while the latter process gathers emotional qualities by analyzing low-level audio features of a speaker’s voice, such as global F0 (pitch contour), speech rate, and intensity (loudness). In this paper, we demonstrate a creative application using Max/MSP, where Soundwriter dictates the behavior of the music generation algorithm built in Max/MSP for live performance applications. In particular, we target children as the primary audience and explore ways in which Soundwriter can reinforce the traditional experience of oral storytelling through the lens of child development. Simultaneously, we introduce an interactive scoring system that stimulates a new way of composing music and enables composers to transform poems into interactive music notations","Toshihisa Tsuruoka, Ashley Erika Muniz",
Populous Oscillation: Variety in Interactive Evolutionary Computation for Music Improvisation,https://researchprofiles.ku.dk/en/publications/populous-oscillation-variety-in-interactive-evolutionary-computat,,,,ICMC,2018,"This paper proposes an experimental approach to interactive evolutionary computation-assisted musical improvisation through practice-based research and aesthetics discourse on evolutionary art. The harmonic series of a snare drum acts as source and fitness function for a real-time performance environment created in Max/MSP. The processing is based on the partials of the acoustic drum that, by way of genetic algorithms, populate, evolve and control sound synthesis timbre, tonality and rhythmical patterns. This presents a dynamic human-computer performance augmenting the acoustic instrument or as a mutating artificial agent. The paper seeks to map novel approaches to generative electro-acoustic music by suggesting a rapid variety and flow of fitness in both genetic algorithms and neural networks resembling modes of listening in free improvisation. The results span from prototype recordings, discussions of aesthetics and perspectives on further development, all anchored in the author’s artistic practice",Anders Bach Pedersen,
